CNTYVTD,VTDKEY,Voter_Registration,Turnout,Spanish_Surname_Voter_Registration,Spanish_Surname_Turnout
"0110402",94,179,109,8,0.0275229357798165
"0110404",95,30,19,0,0
"0130001",96,828,379,312,0.284960422163588
"0130003",97,1432,539,655,0.374768089053803
"0130004",98,866,319,487,0.5
"0130005",99,1497,545,994,0.523897058823529
"0130006",100,363,134,164,0.544776119402985
"0130007",101,1740,674,1070,0.496350364963504
"0130008",102,503,267,238,0.415441176470588
"0130009",103,2143,861,1298,0.511467889908257
"0130010",104,451,227,238,0.462555066079295
"0130011",105,1560,834,755,0.420863309352518
"0130012",106,1290,598,740,0.500840336134454
"0130013",107,2466,1122,1098,0.363232682060391
"0130014",108,193,94,48,0.414893617021277
"0130015",109,2637,1070,1595,0.48876404494382
"0130017",110,2213,860,1752,0.736596736596737
"0130018",111,1626,700,1073,0.530346820809249
"0130019",112,458,207,201,0.319047619047619
"0130020",113,3414,1967,987,0.22547508988187
"0130021",114,921,501,322,0.203125
"0130022",115,694,410,257,0.338199513381995
"0150101",116,1369,730,147,0.0612244897959184
"0150102",117,1320,799,127,0.0647208121827411
"0150103",118,1407,932,76,0.0387096774193548
"0150104",119,788,478,83,0.0587002096436059
"0150205",120,2651,1603,185,0.0424469413233458
"0150206",121,1239,816,54,0.0403916768665851
"0150207",122,696,454,44,0.0353982300884956
"0150208",123,589,420,23,0.0288461538461538
"0150309",124,575,392,50,0.0609137055837563
"0150310",125,2714,1437,446,0.117771509167842
"0150311",126,1172,500,351,0.135313531353135
"0150412",127,663,343,70,0.0747126436781609
"0150413",128,1369,831,202,0.0922155688622754
"0150414",129,1332,685,290,0.145185185185185
"0150415",130,1509,735,310,0.128686327077748
"0170001",131,1035,493,399,0.276073619631902
"0170002",132,1118,619,270,0.138662316476346
"0170003",133,861,291,476,0.366782006920415
"0170004a",134,560,200,436,0.573684210526316
"0170004b",135,115,11,21,0.619047619047619
"0190101",136,1591,932,171,0.0747065101387407
"0190102",137,2569,1608,275,0.0901741293532338
"0190203",138,2229,1279,266,0.110764430577223
"0190204",139,1627,953,241,0.131164742917104
"0190305",140,2708,1518,363,0.0906684315023163
"0190306",141,1449,935,103,0.0534188034188034
"0190407",142,2116,1431,191,0.0719776380153739
"0190408",143,258,190,15,0.0518134715025907
"0190409",144,836,433,127,0.122352941176471
"0190410",145,494,358,29,0.0508474576271186
"0211001",146,322,213,22,0.0976744186046512
"0211002",147,531,351,51,0.101408450704225
"0211003",148,1995,1319,240,0.101427498121713
"0211004",149,1941,1114,290,0.122727272727273
"0211005",150,972,614,111,0.10586319218241
"0211006",151,2493,1143,709,0.24469964664311
"0211007",152,1532,956,151,0.103049421661409
"0211008",153,1117,698,172,0.10632183908046
"0211009",154,2135,1210,442,0.161397670549085
"0212010",155,696,415,66,0.0975609756097561
"0212011",156,1357,864,167,0.105990783410138
"0212012",157,1169,735,97,0.0717185385656292
"0212013",158,2664,1704,316,0.102004716981132
"0212014",159,2652,1610,316,0.0877626699629172
"0212015",160,2844,1700,303,0.0783382789317507
"0212016",161,2338,1488,180,0.0567567567567568
"0213017",162,2390,1430,308,0.106591865357644
"0213018",163,1544,961,133,0.0662525879917184
"0213019",164,2480,1245,764,0.25314465408805
"0213020",165,2594,1266,1073,0.328298887122417
"0214021",166,2603,1592,388,0.122940430925222
"0214022",167,2096,1205,383,0.183028286189684
"0214023",168,1161,681,113,0.107669616519174
"0214024",169,1578,956,360,0.159114857744995
"0214025",170,1984,1112,658,0.196573489630298
"0214026",171,1834,1044,404,0.210779595765159
"0230001",172,610,332,50,0.0477611940298507
"0230002",173,594,316,36,0.0473186119873817
"0230003",174,588,286,49,0.0246478873239437
"0230004",175,561,309,41,0.0354838709677419
"0250001",176,2131,1009,1152,0.458210422812193
"0250002",177,550,316,211,0.296774193548387
"0250003",178,1796,730,975,0.502777777777778
"0250004",179,612,313,255,0.29153605015674
"0250005",180,959,478,407,0.318181818181818
"0250006",181,1282,622,634,0.4384
"0250009",182,773,344,670,0.888888888888889
"0250010",183,1603,542,1253,0.778611632270169
"0250013",184,1481,673,820,0.435672514619883
"0250016",185,1054,533,577,0.496296296296296
"0250017",186,1197,521,779,0.563809523809524
"0250018",187,1667,982,647,0.317297850562948
"0250019",188,679,236,536,0.746835443037975
"0270101",189,4555,2643,301,0.0720548989706443
"0270102",190,3891,2254,346,0.0720680393912265
"0270103",191,3818,1706,833,0.157461809635723
"0270104",192,3339,1952,269,0.0574534161490683
"0270105",193,1611,873,155,0.0688073394495413
"0270106",194,4263,1533,627,0.129011132940406
"0270107",195,582,278,112,0.118081180811808
"0270108",196,1590,936,159,0.0833333333333333
"0270109",197,3069,982,435,0.116719242902208
"0270110",198,2935,361,342,0.0826210826210826
"0270111",199,2902,1376,323,0.0897155361050328
"0270113",200,3382,1713,621,0.10791788856305
"0270114",201,2894,1382,331,0.0926864590876177
"0270115",202,4117,2411,308,0.0610367892976589
"0270116",203,1623,585,260,0.136518771331058
"0270117",204,0,0,0,0
"0270201",205,3075,1172,376,0.0921052631578947
"0270202",206,4330,1973,453,0.0981873111782477
"0270203",207,3088,2091,250,0.0447761194029851
"0270204",208,2038,653,301,0.11864406779661
"0270205",209,5183,1897,777,0.123516720604099
"0270206",210,2542,1079,349,0.1252408477842
"0270207",211,3777,1308,592,0.143873517786561
"0270208",212,4626,1987,707,0.12621359223301
"0270209",213,3961,1878,437,0.107848371596369
"0270210",214,3294,1484,420,0.111709286675639
"0270211",215,1035,336,126,0.122754491017964
"0270212",216,1087,515,104,0.107212475633528
"0270213",217,3610,2449,174,0.0467788264259335
"0270214",218,3854,1763,531,0.109977324263039
"0270215",219,4428,1985,527,0.120934959349594
"0270216",220,3388,1471,381,0.0957230142566191
"0270301",221,3662,1972,402,0.0814132104454685
"0270302",222,4710,2282,597,0.0965302491103203
"0270303",223,4654,2211,772,0.136279926335175
"0270304",224,316,174,36,0.105882352941176
"0270305",225,2202,1251,220,0.0706742485783916
"0270306",226,3491,1179,792,0.18135593220339
"0270307",227,3524,1073,752,0.171563981042654
"0270308",228,3733,1852,406,0.0837837837837838
"0270309",229,1264,738,99,0.0576131687242798
"0270310",230,490,308,31,0.0357142857142857
"0270311",231,2830,1670,220,0.0481058328322309
"0270312",232,2009,1013,287,0.0999020568070519
"0270313",233,4281,2562,356,0.0744426751592357
"0270314",234,3152,1287,552,0.138339920948617
"0270315",235,2932,1547,483,0.121744791666667
"0270317",236,4256,2512,398,0.0746089049338147
"0270318",237,3716,1967,482,0.128126595201633
"0270401",238,2484,1119,295,0.103942652329749
"0270402",239,3898,1738,510,0.0975197294250282
"0270404",240,4526,1568,711,0.136036625245258
"0270405",241,4437,1396,693,0.132986627043091
"0270406",242,3481,1073,491,0.126666666666667
"0270408",243,4498,1600,655,0.129478315524827
"0270409",244,1831,920,228,0.106010928961749
"0270410",245,3486,731,578,0.141843971631206
"0270412",246,4069,1346,534,0.120663650075415
"0270413",247,3466,1256,467,0.12792511700468
"0270414",248,4620,1525,654,0.12524983344437
"0270415",249,3883,1379,509,0.132406730065838
"0270419",250,1065,630,81,0.061128526645768
"0291001",251,766,414,371,0.424019607843137
"0291002",252,673,361,341,0.509695290858726
"0291003",253,2050,1002,1317,0.561023622047244
"0291004",254,858,330,719,0.836923076923077
"0291005",255,810,299,693,0.847457627118644
"0291006",256,2144,876,1897,0.876600698486612
"0291007",257,1296,606,1138,0.870216306156406
"0291008",258,1921,1038,1016,0.471387002909796
"0291009",259,1587,789,762,0.49236641221374
"0291010",260,645,315,470,0.674657534246575
"0291011",261,1147,403,999,0.829207920792079
"0291012",262,2181,854,1425,0.640047675804529
"0291013",263,2497,961,2194,0.897196261682243
"0291014",264,1376,463,1189,0.863636363636364
"0291015",265,1461,477,1325,0.9002079002079
"0291016",266,1233,437,1091,0.905092592592593
"0291017",267,228,94,141,0.56043956043956
"0291018",268,976,342,834,0.816023738872404
"0291019",269,890,312,685,0.672185430463576
"0291020",270,1670,676,1228,0.782608695652174
"0291021",271,1780,666,1509,0.858877086494689
"0291022",272,979,379,844,0.864
"0291023",273,2610,873,2360,0.910034602076125
"0291024",274,3159,1469,1835,0.548209366391185
"0291025",275,762,179,673,0.905555555555556
"0291026",276,1328,463,1158,0.868250539956803
"0291027",277,279,118,127,0.5
"0291028",278,773,301,634,0.813333333333333
"0291029",279,1990,763,1683,0.850785340314136
"0291030",280,68,17,24,0.307692307692308
"0291031",281,1548,541,1337,0.857677902621723
"0291032",282,2541,827,2241,0.890756302521008
"0291033",283,2137,696,1402,0.642346208869814
"0291034",284,2893,1535,917,0.338207247298156
"0291035",285,1040,213,109,0.086734693877551
"0291036",286,3576,1515,1994,0.516235917826375
"0291037",287,2549,919,1697,0.677208287895311
"0291038",288,2955,1270,1982,0.66168371361133
"0291039",289,3138,855,2538,0.796185935637664
"0291040",290,2841,991,2454,0.861111111111111
"0291041",291,2431,730,2123,0.856562922868742
"0291042",292,1212,439,1093,0.921478060046189
"0291043",293,1532,613,1069,0.656910569105691
"0291044",294,2104,909,1861,0.875278396436526
"0291045",295,3242,1316,2735,0.854531607006854
"0291046",296,2039,836,1712,0.841099163679809
"0291047",297,1806,640,1530,0.850863422291994
"0291048",298,2243,864,1822,0.821301775147929
"0291049",299,2587,964,2174,0.839454354669465
"0291050",300,847,371,665,0.72972972972973
"0291051",301,2098,830,1550,0.705378973105134
"0291052",302,2015,799,1512,0.727722772277228
"0291053",303,255,93,189,0.731182795698925
"0291054",304,2412,971,1881,0.789150460593654
"0291055",305,1922,1042,927,0.486301369863014
"0291056",306,2890,1186,2219,0.753367003367003
"0291057",307,2277,890,1345,0.529675251959686
"0291058",308,2667,1023,1775,0.627659574468085
"0291059",309,427,139,289,0.664233576642336
"0291060",310,2866,1045,2487,0.857280617164899
"0291061",311,2698,875,2137,0.776361529548088
"0291062",312,177,63,118,0.515151515151515
"0291063",313,2125,758,1370,0.604221635883905
"0291064",314,1314,514,884,0.62109375
"0291065",315,2270,964,1579,0.641744548286604
"0291066",316,791,291,595,0.673469387755102
"0291067",317,3065,1342,1807,0.491766467065868
"0291068",318,1382,537,794,0.495590828924162
"0291069",319,439,290,196,0.462585034013605
"0291070",320,1155,429,720,0.589622641509434
"0291071",321,1910,879,1098,0.538194444444444
"0291072",322,2049,868,970,0.518213866039953
"0291073",323,3708,1849,1316,0.363386476085761
"0291074",324,21,9,16,0.875
"0291075",325,2255,728,1694,0.718055555555556
"0291076",326,2859,1279,1546,0.510236220472441
"0291077",327,1652,690,1411,0.858615611192931
"0291078",328,527,204,470,0.866336633663366
"0291079",329,2493,1162,1074,0.491673970201578
"0291080",330,2886,1167,1432,0.55440414507772
"0291081",331,1611,880,275,0.104847801578354
"0291082",332,2992,1319,1922,0.568702290076336
"0291083",333,2943,1515,1358,0.478957915831663
"0291084",334,2146,753,1526,0.684840425531915
"0291085",335,1727,640,1136,0.661949685534591
"0291086",336,2427,1100,1482,0.578947368421053
"0291087",337,1588,588,1100,0.671794871794872
"0291088",338,1026,345,906,0.895043731778426
"0291089",339,54,21,49,0.85
"0291090",340,0,0,0,0
"0291091",341,2146,972,1690,0.769633507853403
"0291092",342,952,323,766,0.78978978978979
"0291093",343,809,451,302,0.363636363636364
"0291094",344,1999,774,1191,0.602203182374541
"0291095",345,329,85,34,0.10958904109589
"0291096",346,51,9,31,0.25
"0291097",347,837,329,737,0.861538461538462
"0291098",348,900,334,757,0.812688821752266
"0291099",349,2887,1451,1412,0.4996534996535
"0291100",350,2694,1332,1374,0.512624330527927
"0291101",351,0,0,0,0
"0291102",352,1004,432,544,0.504807692307692
"0291103",353,547,239,185,0.258823529411765
"0291104",354,3202,1713,1668,0.5
"0291105",355,651,240,424,0.631799163179916
"0291106",356,0,0,0,0
"0291107",357,2940,1131,2027,0.652017937219731
"0291108",358,2071,1133,757,0.369313113291704
"0291109",359,3,3,0,0
"0291110",360,2510,1218,1030,0.453821656050955
"0291111",361,3447,1823,1702,0.484615384615385
"0291112",362,2248,954,1291,0.56198347107438
"0291113",363,2898,1420,995,0.363306744017404
"0291114",364,1,0,1,0
"0291115",365,1149,478,966,0.771186440677966
"0291116",366,1158,597,448,0.366288492706645
"0291117",367,379,156,295,0.748387096774194
"0291118",368,1831,945,679,0.387096774193548
"0291119",369,144,49,113,0.755102040816326
"0291120",370,129,42,116,0.878048780487805
"0291121",371,2960,1602,1202,0.34529702970297
"0291122a",372,3480,2038,1227,0.312315270935961
"0291122b",373,169,97,30,0.329896907216495
"0291123",374,553,251,336,0.566265060240964
"0291124",375,230,92,187,0.826086956521739
"0291125",376,2323,1225,941,0.405867970660147
"0291126",377,0,0,0,0
"0291127",378,632,226,536,0.842342342342342
"0291128",379,1364,568,702,0.499092558983666
"0291129",380,901,548,297,0.320272572402044
"0291130",381,0,0,0,0
"0291131",382,0,0,0,0
"0291132",383,552,238,370,0.724576271186441
"0291133",384,4,1,1,0.5
"0291134",385,0,0,0,0
"0291135",386,2,0,2,0
"0291136",387,448,138,237,0.521428571428571
"0291137",388,0,0,0,0
"0291138",389,824,224,394,0.444444444444444
"0291139",390,1559,721,928,0.550279329608939
"0291140",391,1153,565,554,0.528673835125448
"0291141",392,1707,822,734,0.445093457943925
"0291142",393,1743,720,1072,0.582068965517241
"0291143",394,2840,1463,950,0.354336043360434
"0291144",395,2719,2081,257,0.144423260247855
"0291145",396,220,133,57,0.24812030075188
"0291146",397,175,79,108,0.607594936708861
"0291147",398,2537,1183,1341,0.492214532871972
"0291148",399,433,185,221,0.576923076923077
"0291149",400,1994,995,1023,0.499497487437186
"0291150",401,2100,1011,946,0.451335877862595
"0291151",402,1331,713,395,0.347222222222222
"0291152",403,1215,640,545,0.479623824451411
"0291153",404,632,325,252,0.378698224852071
"0291154a",405,972,571,247,0.296296296296296
"0291154b",406,75,42,25,0.333333333333333
"0291154c",407,31,17,13,0.294117647058824
"0291155",408,1501,661,743,0.564024390243902
"0291156",409,2660,1461,993,0.362448418156809
"0291157",410,2252,958,1279,0.557494866529774
"0291158",411,768,312,476,0.564516129032258
"0291159",412,334,114,280,0.811965811965812
"0292001",413,912,254,703,0.778225806451613
"0292002",414,1228,445,1085,0.90990990990991
"0292003",415,2139,678,1886,0.86283185840708
"0292004",416,2884,919,2311,0.797826086956522
"0292005",417,904,441,668,0.704954954954955
"0292006",418,23,5,21,1
"0292007",419,1722,617,1544,0.885433715220949
"0292008",420,1121,364,1000,0.891364902506964
"0292009",421,2230,839,810,0.362732919254658
"0292010",422,1611,708,647,0.383502170767004
"0292011",423,2065,711,1688,0.796897038081805
"0292012",424,1555,486,1389,0.898785425101215
"0292013",425,1205,534,980,0.81015037593985
"0292014",426,1215,524,988,0.805019305019305
"0292015",427,1926,577,1735,0.918685121107266
"0292016",428,1339,381,1216,0.907859078590786
"0292017",429,1217,339,1101,0.912650602409639
"0292018",430,1102,546,960,0.883116883116883
"0292019",431,1796,550,1597,0.894353369763206
"0292020",432,2650,836,1941,0.671361502347418
"0292021",433,2785,938,2448,0.864025695931477
"0292022",434,1623,524,1420,0.884030418250951
"0292023",435,2964,1289,2338,0.777331189710611
"0292024",436,1889,744,1456,0.779020979020979
"0292025",437,2453,1136,1889,0.764809902740937
"0292026",438,2125,1118,1203,0.552346570397112
"0292027",439,1234,735,780,0.65521978021978
"0292028",440,2214,1280,1387,0.632605304212169
"0292029",441,1332,435,1162,0.90521327014218
"0292030",442,1548,510,1387,0.902584493041749
"0292031",443,1664,507,1415,0.867063492063492
"0292032",444,511,204,441,0.866995073891626
"0292033",445,1121,224,631,0.799086757990868
"0292034",446,1467,277,744,0.662790697674419
"0292035",447,1332,886,521,0.358208955223881
"0292036",448,1542,1139,360,0.21206743566992
"0292037",449,1502,869,561,0.346020761245675
"0292038",450,1230,845,568,0.427122940430925
"0292039",451,1356,711,967,0.676470588235294
"0292040",452,2499,1111,1676,0.662420382165605
"0292041",453,2791,1259,2225,0.804523424878837
"0292042",454,1716,602,1382,0.797004991680532
"0292043",455,2268,701,1917,0.843478260869565
"0292044",456,2547,802,2127,0.833333333333333
"0292045",457,1122,692,658,0.607814761215629
"0292046",458,1862,1114,1284,0.650850492390331
"0292047",459,1627,909,1085,0.660398230088496
"0292048",460,1794,673,1474,0.802395209580838
"0292049",461,2956,1238,2156,0.727858293075684
"0292050",462,1763,891,1123,0.625560538116592
"0292051",463,607,269,293,0.447876447876448
"0292052",464,1017,398,851,0.827930174563591
"0292053",465,1252,521,924,0.670542635658915
"0292054",466,1987,1139,1069,0.481906443071492
"0292055",467,2157,1326,347,0.169491525423729
"0292056",468,1416,621,1081,0.741157556270096
"0292057",469,2261,877,1832,0.791284403669725
"0292058",470,2241,918,1769,0.744211686879824
"0292059",471,2268,928,1631,0.701086956521739
"0292060",472,1507,651,980,0.668188736681887
"0292061",473,1054,562,426,0.418312387791741
"0292062",474,1145,601,742,0.641541038525963
"0292063",475,1722,1172,483,0.264166666666667
"0292064",476,2317,1158,1455,0.625641025641026
"0292065a",477,1622,731,779,0.523939808481532
"0292065b",478,98,44,50,0.522727272727273
"0292066",479,3622,2251,1410,0.386414754835807
"0292067",480,271,167,176,0.6125
"0292068",481,4015,2303,1739,0.435161009573542
"0292069",482,2977,1378,1652,0.562593144560358
"0292070",483,2149,715,1887,0.885754583921015
"0292071",484,907,242,804,0.885245901639344
"0292072",485,3127,1667,1539,0.490623109497883
"0292073",486,1234,534,836,0.659774436090226
"0292074",487,1126,311,1013,0.90032154340836
"0292075",488,1115,343,918,0.815789473684211
"0292076",489,2352,1306,1001,0.407350689127106
"0292077",490,2275,1336,1049,0.464555052790347
"0292078",491,2557,1153,1507,0.576419213973799
"0292079",492,695,213,613,0.857142857142857
"0292080",493,1400,599,959,0.684563758389262
"0292081",494,854,415,531,0.657004830917874
"0292082",495,1550,681,1035,0.664705882352941
"0292083",496,709,409,465,0.640661938534279
"0292084",497,3341,2136,1021,0.305621162021729
"0292085",498,1446,659,1026,0.705246913580247
"0292086",499,3162,1753,1318,0.407364787111623
"0292087",500,1802,1085,761,0.416977611940299
"0292088",501,3775,1981,1957,0.504343382728666
"0292089",502,523,158,472,0.916666666666667
"0292090",503,1972,816,971,0.51980198019802
"0292091",504,3080,1318,1146,0.399221789883269
"0292092",505,512,224,227,0.403669724770642
"0292093",506,1323,526,548,0.40607210626186
"0292094",507,146,127,11,0.0743801652892562
"0292095",508,2378,1344,1064,0.421921921921922
"0292096",509,2392,1008,858,0.391304347826087
"0292097",510,2582,1218,1332,0.529608006672227
"0292098",511,1455,604,932,0.601317957166392
"0292099",512,1595,904,575,0.35352422907489
"0292100",513,1305,585,852,0.633613445378151
"0292101",514,64,46,20,0.340425531914894
"0292102",515,2585,1462,1107,0.416781292984869
"0292103",516,320,104,284,0.923809523809524
"0292104",517,267,106,207,0.735849056603774
"0292105",518,601,219,528,0.885714285714286
"0292106",519,583,227,310,0.52212389380531
"0292107",520,3015,1410,1355,0.45273631840796
"0292108",521,1155,721,372,0.347457627118644
"0292109",522,1,3,0,0
"0292110",523,347,212,156,0.383177570093458
"0292111",524,1227,526,671,0.554493307839388
"0292112",525,1709,942,907,0.551391862955032
"0292113",526,86,34,41,0.484848484848485
"0292114",527,2427,1024,1386,0.553465346534654
"0292115",528,2627,1607,901,0.345562130177515
"0292116",529,0,2,0,0
"0292117",530,644,249,545,0.8300395256917
"0292118",531,29,13,24,0.714285714285714
"0292119",532,471,228,184,0.383561643835616
"0292120",533,1035,539,394,0.369047619047619
"0292121",534,536,235,349,0.62882096069869
"0292122",535,1700,693,639,0.409495548961424
"0292123",536,1870,1014,788,0.427010923535253
"0292124",537,609,429,262,0.454332552693208
"0292125",538,1460,770,510,0.384323640960809
"0292126",539,1568,648,854,0.5328125
"0292127",540,2595,1423,1153,0.453513129879347
"0292128",541,2421,772,2043,0.836627140974967
"0292129",542,0,3,0,0
"0292130",543,1967,1126,930,0.483642793987622
"0292131",544,409,192,166,0.427807486631016
"0292132",545,3,1,0,0
"0292133",546,333,187,142,0.424731182795699
"0292134",547,1603,542,690,0.397769516728625
"0292135",548,738,293,433,0.569444444444444
"0292136",549,4033,2131,1568,0.388418079096045
"0292137",550,1206,564,581,0.439297124600639
"0292138",551,1060,493,483,0.451219512195122
"0292139",552,1905,1056,855,0.442015209125475
"0292140",553,1717,711,902,0.515850144092219
"0292141",554,1348,752,596,0.43908969210174
"0292142",555,698,252,329,0.461847389558233
"0292143",556,2202,1089,969,0.438305709023941
"0292144",557,1856,1053,986,0.518199233716475
"0292145",558,337,210,157,0.431372549019608
"0292146",559,93,35,50,0.484848484848485
"0292147",560,561,238,259,0.442231075697211
"0292148",561,4229,1982,1548,0.371960682876358
"0292149",562,2194,852,818,0.401948842874543
"0292150",563,7,3,6,0.666666666666667
"0292151",564,66,9,35,0.25
"0292152",565,706,262,463,0.685393258426966
"0292153",566,418,164,171,0.41358024691358
"0292154",567,3946,2104,1570,0.390581717451524
"0292155",568,0,1,0,0
"0292156",569,1236,592,343,0.286449399656947
"0292157",570,0,0,0,0
"0292158",571,0,0,0,0
"0292159",572,198,104,85,0.466019417475728
"0292160",573,3,1,1,0
"0292161",574,201,132,53,0.291044776119403
"0292162",575,702,332,240,0.325878594249201
"0292163",576,2503,1394,1025,0.411637931034483
"0292164",577,2162,1127,800,0.376693766937669
"0292165",578,2857,1654,1023,0.372860635696822
"0292166",579,1679,978,729,0.42827868852459
"0292167",580,72,36,34,0.405405405405405
"0292168",581,1705,886,612,0.362222222222222
"0292169",582,1526,933,693,0.435869565217391
"0292170",583,3478,1954,1169,0.336251287332647
"0292171",584,1596,796,639,0.381679389312977
"0292172",585,425,241,236,0.559322033898305
"0292173",586,1544,754,624,0.39699863574352
"0292174",587,2515,1502,871,0.353260869565217
"0292175",588,1751,804,521,0.313471502590674
"0292176",589,1216,686,431,0.359195402298851
"0292177",590,0,0,0,0
"0292178",591,1047,640,712,0.61128526645768
"0292179",592,144,79,51,0.435897435897436
"0292180a",593,2706,1225,1419,0.522058823529412
"0292180b",594,54,25,28,0.541666666666667
"0292181a",595,390,239,141,0.353174603174603
"0292181b",596,90,55,33,0.321428571428571
"0292181c",597,75,45,32,0.333333333333333
"0292181d",598,151,93,55,0.34375
"0292181e",599,38,23,16,0.333333333333333
"0292181f",600,38,23,11,0.333333333333333
"0292181g",601,11,6,6,0.285714285714286
"0292182a",602,69,43,10,0.355555555555556
"0292182b",603,100,61,26,0.34375
"0292182c",604,253,156,103,0.353658536585366
"0293001",605,3404,1892,698,0.201388888888889
"0293002",606,2105,1346,565,0.277490774907749
"0293003",607,1435,806,573,0.371604938271605
"0293004",608,0,1,0,0
"0293005",609,2246,1443,419,0.17722371967655
"0293006",610,1065,722,351,0.306094182825485
"0293007",611,2897,1581,713,0.245870393900889
"0293008",612,96,63,11,0.078125
"0293009",613,16,12,0,0
"0293010",614,677,284,265,0.401459854014599
"0293011",615,951,702,270,0.2945301542777
"0293012",616,949,662,179,0.194444444444444
"0293013",617,1873,1104,687,0.385245901639344
"0293014",618,566,331,212,0.379204892966361
"0293015",619,1733,930,841,0.480916030534351
"0293016",620,0,0,0,0
"0293017",621,2344,1638,259,0.108786610878661
"0293018",622,1724,1288,209,0.107585139318885
"0293019",623,0,0,0,0
"0293020",624,2623,1831,318,0.110626702997275
"0293021",625,2353,1790,112,0.0447427293064877
"0293022",626,1569,1102,227,0.152466367713004
"0293023",627,70,51,7,0.117647058823529
"0293024",628,0,0,0,0
"0293025",629,1708,1193,162,0.0922818791946309
"0293026",630,1490,1089,121,0.068288119738073
"0293027",631,1465,993,255,0.168016194331984
