CNTYVTD,VTDKEY,Voter_Registration,Turnout,Spanish_Surname_Voter_Registration,Spanish_Surname_Turnout
"0050028",55,1102,711,157,0.106782106782107
"0050029",56,1528,968,96,0.0515247108307045
"0050030",57,1043,626,28,0.0237341772151899
"0050031",58,454,214,103,0.173333333333333
"0050032",59,29,18,0,0
"0050033",60,1427,957,27,0.0200210748155954
"0050034",61,2220,1397,113,0.0405503258508327
"0050035",62,1865,1223,101,0.0520661157024793
"0050037",63,465,285,47,0.0563380281690141
"0050038",64,418,237,57,0.103734439834025
"0050039",65,534,314,34,0.0764119601328904
"0050040",66,793,448,79,0.106728538283063
"005011b",67,1335,705,35,0.025974025974026
"005017b",68,496,276,5,0.0145985401459854
"0070001",69,2158,1342,277,0.101327742837177
"0070002",70,3788,2046,1189,0.24296435272045
"0070003",71,4364,2993,410,0.0691862237122828
"0070004",72,3999,2725,361,0.0678796361091673
"007001a",73,1848,881,355,0.122492080253432
"007004a",74,1117,774,95,0.0666666666666667
"0090001",75,1454,934,54,0.0228509249183896
"0090002",76,708,528,10,0.0114942528735632
"0090003",77,365,275,20,0.028673835125448
"0090004",78,657,490,44,0.0289256198347107
"0090005",79,176,129,1,0.0078125
"0090006",80,1181,756,26,0.0158311345646438
"0090007",81,240,138,5,0.0152671755725191
"0090008",82,334,247,8,0.00843881856540084
"0090009",83,148,102,2,0.00970873786407767
"0090010",84,805,560,25,0.0235507246376812
"0090011",85,28,21,7,0.05
"0090012",86,87,65,0,0.0461538461538462
"0090013",87,131,98,0,0.0103092783505155
"0110101",88,366,239,12,0.0313725490196078
"0110201",89,224,142,10,0.0448717948717949
"0110202",90,79,58,1,0.0163934426229508
"0110301",91,314,226,8,0.0247933884297521
"0110303",92,69,40,1,0.0222222222222222
"0110401",93,134,102,5,0.00943396226415094
"0110402",94,178,132,7,0.0222222222222222
"0110404",95,27,20,0,0
"0130001",96,802,485,313,0.293361884368308
"0130003",97,1373,634,649,0.393987341772152
"0130004",98,840,388,457,0.510471204188482
"0130005",99,1434,649,940,0.550231839258114
"0130006",100,355,163,157,0.574074074074074
"0130007",101,1699,799,1047,0.504294478527607
"0130008",102,498,290,237,0.396
"0130009",103,2008,937,1219,0.517915309446254
"0130010",104,417,218,217,0.456221198156682
"0130011",105,1438,826,680,0.422705314009662
"0130012",106,1308,658,726,0.503125
"0130013",107,2393,1293,1058,0.360617760617761
"0130014",108,192,102,50,0.418367346938776
"0130015",109,2597,1250,1580,0.505263157894737
"0130017",110,2204,905,1785,0.732704402515723
"0130018",111,1587,824,1068,0.544895448954489
"0130019",112,478,238,203,0.345833333333333
"0130020",113,3316,2196,937,0.241394927536232
"0130021",114,881,555,313,0.207956600361664
"0130022",115,672,447,239,0.325892857142857
"0150101",116,1344,832,136,0.0769230769230769
"0150102",117,1318,872,116,0.0635103926096998
"0150103",118,1398,1036,72,0.0455868089233754
"0150104",119,782,537,73,0.060377358490566
"0150205",120,2687,1810,179,0.0469011725293132
"0150206",121,1225,886,58,0.0387243735763098
"0150207",122,700,522,41,0.0481695568400771
"0150208",123,576,425,24,0.016548463356974
"0150309",124,546,409,43,0.0496277915632754
"0150310",125,2727,1598,422,0.119899560577527
"0150311",126,1172,579,331,0.218531468531469
"0150412",127,650,387,66,0.0661375661375661
"0150413",128,1293,873,177,0.111111111111111
"0150414",129,1318,803,261,0.158612143742255
"0150415",130,1539,842,291,0.117008443908323
"0170001",131,1035,547,396,0.25673249551167
"0170002",132,1121,678,263,0.151057401812689
"0170003",133,868,345,482,0.414925373134328
"0170004a",134,577,198,447,0.515151515151515
"0170004b",135,112,24,21,0.571428571428571
"0190101",136,1549,1018,174,0.0866141732283465
"0190102",137,2543,1773,272,0.0843170320404722
"0190203",138,2239,1423,259,0.103423680456491
"0190204",139,1553,1024,220,0.110119047619048
"0190305",140,2681,1647,346,0.0839832033593281
"0190306",141,1384,1000,95,0.0465608465608466
"0190407",142,1995,1398,188,0.0740213523131673
"0190408",143,254,188,16,0.0425531914893617
"0190409",144,823,460,112,0.126338329764454
"0190410",145,499,380,25,0.0512820512820513
"0211001",146,292,214,19,0.089622641509434
"0211002",147,483,353,45,0.0994318181818182
"0211003",148,1801,1320,207,0.0952743902439024
"0211004",149,1972,1197,303,0.128270042194093
"0211005",150,918,626,103,0.103668261562998
"0211006",151,2350,1227,615,0.214109926168991
"0211007",152,1438,982,140,0.0969387755102041
"0211008",153,1047,719,160,0.099023709902371
"0211009",154,2091,1343,397,0.154195011337868
"0212010",155,649,424,57,0.0855106888361045
"0212011",156,1266,877,153,0.103526734926052
"0212012",157,1131,782,94,0.0699745547073791
"0212013",158,2527,1699,268,0.085243974132863
"0212014",159,2484,1664,297,0.0877403846153846
"0212015",160,2846,1849,304,0.0762942779291553
"0212016",161,2246,1595,181,0.0607769423558897
"0213017",162,2269,1529,286,0.107470511140236
"0213018",163,1503,1046,112,0.0594439117929051
"0213019",164,2412,1357,685,0.231282431430689
"0213020",165,2480,1371,961,0.3050475493782
"0214021",166,2589,1669,375,0.119420989143546
"0214022",167,2039,1228,362,0.183306055646481
"0214023",168,1121,721,108,0.100139082058414
"0214024",169,1510,958,337,0.158168574401665
"0214025",170,1917,1118,623,0.195495495495495
"0214026",171,1734,1020,372,0.196428571428571
"0230001",172,627,400,57,0.048661800486618
"0230002",173,639,408,38,0.0483460559796438
"0230003",174,601,356,49,0.0340909090909091
"0230004",175,566,349,43,0.050531914893617
"0250001",176,2156,1219,1140,0.465040650406504
"0250002",177,552,351,215,0.28169014084507
"0250003",178,1731,813,878,0.487334137515078
"0250004",179,585,348,232,0.307471264367816
"0250005",180,946,557,382,0.334519572953737
"0250006",181,1254,651,625,0.400641025641026
"0250009",182,823,447,719,0.896017699115044
"0250010",183,1728,784,1350,0.798962386511025
"0250013",184,1455,792,783,0.485749690210657
"0250016",185,998,556,517,0.463971880492091
"0250017",186,1204,664,784,0.617142857142857
"0250018",187,1620,993,589,0.297192642787996
"0250019",188,661,311,525,0.772585669781931
"0270101",189,4296,2754,294,0.0723830734966592
"0270102",190,3751,2370,337,0.0774860094705123
"0270103",191,3430,1728,745,0.159327925840093
"0270104",192,3150,2079,256,0.0594777562862669
"0270105",193,1592,991,148,0.065775950668037
"0270106",194,4231,1830,603,0.12867443150305
"0270107",195,592,311,121,0.151315789473684
"0270108",196,1538,991,155,0.0753768844221105
"0270109",197,3100,1212,459,0.147058823529412
"0270110",198,2795,623,305,0.11965811965812
"0270111",199,2760,1560,290,0.08656330749354
"0270113",200,3158,1790,587,0.112181303116147
"0270114",201,2753,1567,299,0.0934880722114765
"0270115",202,3888,2575,293,0.0618153364632238
"0270116",203,1614,704,246,0.132947976878613
"0270117",204,0,0,0,0
"0270201",205,3151,1454,361,0.109078114004222
"0270202",206,4045,2181,408,0.0964022140221402
"0270203",207,2893,2112,221,0.0457796852646638
"0270204",208,1990,779,298,0.121854304635762
"0270205",209,5329,2210,782,0.145094426531552
"0270206",210,2524,1211,310,0.125944584382872
"0270207",211,3645,1543,545,0.153279785809906
"0270208",212,4599,2241,699,0.12027027027027
"0270209",213,3753,2096,404,0.109767891682785
"0270210",214,2721,1511,331,0.118489583333333
"0270211",215,1009,400,121,0.129198966408269
"0270212",216,1029,573,96,0.106951871657754
"0270213",217,3386,2470,151,0.0466067048242028
"0270214",218,3311,1843,438,0.11644204851752
"0270215",219,4283,2221,502,0.116575591985428
"0270216",220,3241,1675,349,0.094692400482509
"0270301",221,3544,2142,368,0.0751740139211137
"0270302",222,4529,2526,556,0.109529458283907
"0270303",223,4622,2510,720,0.125
"0270304",224,314,192,38,0.126984126984127
"0270305",225,2225,1395,226,0.0821325648414986
"0270306",226,3365,1277,775,0.176755447941889
"0270307",227,3669,1318,779,0.194934765924789
"0270308",228,3461,1971,373,0.0872894333843798
"0270309",229,1249,799,108,0.0670886075949367
"0270310",230,476,337,28,0.0458715596330275
"0270311",231,2729,1754,202,0.0488505747126437
"0270312",232,1983,1203,282,0.115640599001664
"0270313",233,4302,2754,344,0.0787458986511119
"0270314",234,3155,1477,538,0.143929058663029
"0270315",235,2547,1576,410,0.10997442455243
"0270317",236,3913,2586,350,0.0792730085073473
"0270318",237,3230,2009,406,0.114786967418546
"0270401",238,2267,1171,272,0.0966350301984469
"0270402",239,3446,1864,458,0.105630026809651
"0270404",240,4575,1825,704,0.134194272880404
"0270405",241,4331,1713,648,0.131610576923077
"0270406",242,3556,1334,505,0.130733944954128
"0270408",243,4272,1859,626,0.130647795318454
"0270409",244,1641,935,202,0.105150214592275
"0270410",245,3462,1021,577,0.170630816959669
"0270412",246,4000,1586,532,0.125160462130937
"0270413",247,2869,1345,394,0.12848751835536
"0270414",248,4429,1802,637,0.13060760931289
"0270415",249,3736,1593,489,0.13265306122449
"0270419",250,1044,669,87,0.0749625187406297
"0291001",251,735,446,386,0.482915717539863
"0291002",252,651,372,329,0.489010989010989
"0291003",253,1760,893,1284,0.667040358744395
"0291004",254,856,373,732,0.862258953168044
"0291005",255,787,354,687,0.864022662889518
"0291006",256,2185,1048,1964,0.888783269961977
"0291007",257,1286,674,1150,0.901049475262369
"0291008",258,1914,1094,1056,0.514233241505969
"0291009",259,1387,838,670,0.477326968973747
"0291010",260,675,313,490,0.663461538461538
"0291011",261,1119,479,978,0.850210970464135
"0291012",262,2171,1076,1414,0.629594721960415
"0291013",263,2423,1129,2159,0.894503546099291
"0291014",264,1387,544,1234,0.887661141804788
"0291015",265,1477,597,1351,0.916247906197655
"0291016",266,1212,542,1081,0.902071563088512
"0291017",267,216,107,135,0.552380952380952
"0291018",268,946,406,814,0.850746268656716
"0291019",269,858,372,668,0.759459459459459
"0291020",270,1630,775,1223,0.810775295663601
"0291021",271,1781,814,1540,0.873291925465839
"0291022",272,1003,456,872,0.885964912280702
"0291023",273,2646,1076,2430,0.927426955702168
"0291024",274,3077,1689,1744,0.57516339869281
"0291025",275,750,228,676,0.901345291479821
"0291026",276,1339,599,1180,0.87542662116041
"0291027",277,109,64,53,0.476923076923077
"0291028",278,786,343,656,0.822157434402332
"0291029",279,1971,888,1695,0.864772727272727
"0291030",280,74,29,23,0.433333333333333
"0291031",281,1521,657,1334,0.88109756097561
"0291032",282,2548,1013,2278,0.904382470119522
"0291033",283,1975,867,1284,0.627198124267292
"0291034",284,2466,1529,845,0.355280312907432
"0291035",285,953,346,92,0.0694006309148265
"0291036",286,3406,1740,1880,0.52161214953271
"0291037",287,2507,1140,1662,0.659192825112108
"0291038",288,2747,1400,1858,0.679569892473118
"0291039",289,2997,1041,2445,0.808837656099904
"0291040",290,2864,1238,2518,0.878565607171964
"0291041",291,2414,931,2130,0.87746170678337
"0291042",292,1245,573,1138,0.935201401050788
"0291043",293,1468,727,1025,0.668965517241379
"0291044",294,2132,1109,1910,0.891304347826087
"0291045",295,2968,1521,2545,0.8681608437706
"0291046",296,1969,950,1700,0.87741935483871
"0291047",297,1791,834,1535,0.853541416566627
"0291048",298,2215,1071,1822,0.835667600373483
"0291049",299,2548,1165,2157,0.856277056277056
"0291050",300,825,402,650,0.72568578553616
"0291051",301,2029,992,1493,0.732451678535097
"0291052",302,1970,962,1472,0.735966735966736
"0291053",303,263,120,194,0.706896551724138
"0291054",304,2259,1079,1773,0.798514391829155
"0291055",305,1870,1186,928,0.505128205128205
"0291056",306,2412,1153,1947,0.789156626506024
"0291057",307,2093,986,1208,0.517241379310345
"0291058",308,2475,1204,1661,0.636666666666667
"0291059",309,316,124,233,0.632
"0291060",310,2767,1278,2438,0.877777777777778
"0291061",311,2550,1068,2016,0.792220113851992
"0291062",312,138,75,92,0.578947368421053
"0291063",313,2011,925,1296,0.596048298572997
"0291064",314,1287,606,864,0.617304492512479
"0291065",315,2114,1100,1480,0.651098901098901
"0291066",316,766,358,585,0.73121387283237
"0291067",317,2809,1433,1629,0.507012622720898
"0291068",318,405,193,286,0.528795811518325
"0291069",319,426,311,191,0.47557003257329
"0291070",320,1101,497,684,0.618951612903226
"0291071",321,1829,973,1042,0.553459119496855
"0291072",322,1954,1059,951,0.510204081632653
"0291073",323,3225,1930,1153,0.347780678851175
"0291074",324,24,10,17,0.777777777777778
"0291075",325,2125,880,1620,0.72938443670151
"0291076",326,2841,1499,1526,0.523489932885906
"0291077",327,1652,835,1441,0.887530562347188
"0291078",328,503,228,460,0.877828054298643
"0291079",329,2349,1328,983,0.483206106870229
"0291080",330,2426,1225,1179,0.545829892650702
"0291081",331,1332,862,198,0.103248259860789
"0291082",332,2732,1435,1788,0.582278481012658
"0291083",333,2848,1693,1310,0.458957459556621
"0291084",334,2115,948,1503,0.693617021276596
"0291085",335,1675,764,1112,0.649350649350649
"0291086",336,2365,1288,1446,0.586530931871574
"0291087",337,1533,707,1067,0.689556509298999
"0291088",338,995,410,896,0.927184466019418
"0291089",339,54,24,50,0.869565217391304
"0291090",340,0,2,0,0
"0291091",341,1982,1104,1585,0.791248860528715
"0291092",342,822,353,669,0.809659090909091
"0291093",343,664,415,237,0.344578313253012
"0291094",344,1482,764,908,0.635064935064935
"0291095",345,323,127,42,0.072
"0291096",346,47,17,28,0.647058823529412
"0291097",347,804,361,711,0.867036011080332
"0291098",348,923,396,785,0.837974683544304
"0291099",349,2563,1536,1280,0.519028871391076
"0291100",350,2563,1454,1275,0.500693481276006
"0291101",351,1,4,0,0
"0291102",352,917,505,501,0.506958250497018
"0291103",353,776,477,263,0.354771784232365
"0291104",354,3115,1846,1612,0.508724100327154
"0291105",355,510,259,333,0.638783269961977
"0291106",356,0,0,0,0
"0291107",357,2701,1273,1866,0.670846394984326
"0291108",358,1800,1112,651,0.365280289330922
"0291109",359,2,1,0,0
"0291110",360,2281,1334,892,0.439609902475619
"0291111",361,3301,2013,1664,0.489212242849975
"0291112",362,1947,1021,1153,0.599406528189911
"0291113",363,2642,1562,848,0.343790849673203
"0291114",364,1,0,1,0
"0291115",365,1138,554,967,0.794117647058823
"0291116",366,1194,740,465,0.355316285329744
"0291117",367,355,167,281,0.77710843373494
"0291118",368,969,587,364,0.364085667215815
"0291119",369,137,57,114,0.844827586206897
"0291120",370,128,49,113,0.888888888888889
"0291121",371,2511,1686,1067,0.348056537102473
"0291122a",372,2380,1809,738,0.237596471885336
"0291122b",373,121,93,19,0.236559139784946
"0291123",374,507,268,304,0.586466165413534
"0291124",375,234,103,193,0.83495145631068
"0291125",376,1199,738,457,0.356662180349933
"0291126",377,0,0,0,0
"0291127",378,629,271,550,0.876865671641791
"0291128",379,1760,858,941,0.525522041763341
"0291129",380,1136,673,336,0.348872180451128
"0291130",381,0,0,0,0
"0291131",382,0,0,0,0
"0291132",383,538,259,364,0.727626459143969
"0291133",384,2,2,0,0
"0291134",385,0,0,0,0
"0291135",386,2,2,2,1
"0291136",387,349,133,190,0.469387755102041
"0291137",388,0,0,0,0
"0291138",389,932,473,456,0.546038543897216
"0291139",390,1267,644,802,0.548489666136725
"0291140",391,809,473,377,0.443974630021142
"0291141",392,964,566,431,0.446428571428571
"0291142",393,1520,791,901,0.596958174904943
"0291143",394,1836,1228,610,0.348668280871671
"0291144",395,1788,1308,158,0.267123287671233
"0291145",396,442,334,126,0.234421364985163
"0291146",397,194,105,123,0.580952380952381
"0291147",398,2382,1344,1230,0.483458646616541
"0291148",399,394,198,205,0.58974358974359
"0291149",400,1770,1051,931,0.519579751671442
"0291150",401,1931,1125,834,0.429955947136564
"0291151",402,1123,755,349,0.348806366047745
"0291152",403,1162,705,534,0.487142857142857
"0291153",404,334,200,132,0.347826086956522
"0291154a",405,1306,992,358,0.238190954773869
"0291154b",406,51,38,15,0.243243243243243
"0291154c",407,21,15,8,0.1875
"0291155",408,1357,709,692,0.580965909090909
"0291156",409,2376,1457,863,0.362128541810643
"0291157",410,1943,1018,1159,0.599206349206349
"0291158",411,640,324,391,0.554858934169279
"0291159",412,332,136,276,0.833333333333333
"0292001",413,893,338,702,0.758308157099698
"0292002",414,1242,564,1110,0.915467625899281
"0292003",415,2136,811,1978,0.875
"0292004",416,2840,1077,2292,0.806542056074766
"0292005",417,919,506,714,0.772727272727273
"0292006",418,21,12,20,0.916666666666667
"0292007",419,1726,751,1594,0.915322580645161
"0292008",420,1103,473,994,0.914163090128755
"0292009",421,2100,1018,787,0.391129032258065
"0292010",422,1601,764,674,0.402359108781127
"0292011",423,2106,821,1764,0.828606658446362
"0292012",424,1506,619,1358,0.914893617021277
"0292013",425,1170,607,976,0.838655462184874
"0292014",426,1203,618,990,0.802931596091205
"0292015",427,1908,714,1734,0.91830985915493
"0292016",428,1355,471,1245,0.942675159235669
"0292017",429,1225,400,1124,0.921717171717172
"0292018",430,1084,606,953,0.880131362889984
"0292019",431,1789,644,1609,0.897356143079316
"0292020",432,2510,972,1851,0.700103412616339
"0292021",433,2672,1090,2386,0.8909426987061
"0292022",434,1599,620,1413,0.905144694533762
"0292023",435,2963,1481,2377,0.809196980096088
"0292024",436,1816,864,1424,0.780373831775701
"0292025",437,2394,1241,1844,0.777866880513232
"0292026",438,2099,1198,1203,0.567590260285474
"0292027",439,1238,791,784,0.64367816091954
"0292028",440,2174,1348,1334,0.62247191011236
"0292029",441,1340,508,1197,0.926147704590818
"0292030",442,1558,613,1406,0.890728476821192
"0292031",443,1598,640,1408,0.8875
"0292032",444,521,240,466,0.906122448979592
"0292033",445,989,309,602,0.802721088435374
"0292034",446,1396,331,727,0.656050955414013
"0292035",447,1304,870,550,0.373563218390805
"0292036",448,1507,1115,364,0.225604297224709
"0292037",449,1473,974,574,0.367934224049332
"0292038",450,1232,811,576,0.444717444717445
"0292039",451,1318,720,957,0.703081232492997
"0292040",452,2435,1272,1659,0.67981072555205
"0292041",453,2771,1380,2247,0.820494186046512
"0292042",454,1692,785,1393,0.832446808510638
"0292043",455,2226,872,1906,0.856647398843931
"0292044",456,2440,941,2074,0.838536060279871
"0292045",457,1110,727,671,0.628453038674033
"0292046",458,1827,1168,1297,0.700429184549356
"0292047",459,1593,984,1075,0.676829268292683
"0292048",460,1736,744,1431,0.807743658210948
"0292049",461,2937,1446,2170,0.73085031623331
"0292050",462,1769,964,1139,0.624349635796046
"0292051",463,584,310,307,0.551155115511551
"0292052",464,992,443,824,0.812217194570136
"0292053",465,1185,552,890,0.716636197440585
"0292054",466,1940,1149,1076,0.482220294882914
"0292055",467,1821,1175,304,0.188266199649737
"0292056",468,1387,710,1056,0.717948717948718
"0292057",469,2202,999,1827,0.821105527638191
"0292058",470,2185,1052,1739,0.780114722753346
"0292059",471,2235,1074,1654,0.73346116970278
"0292060",472,1418,735,944,0.707015130674003
"0292061",473,1025,627,414,0.406003159557662
"0292062",474,1103,677,714,0.636363636363636
"0292063",475,1503,1099,431,0.281110116383169
"0292064",476,2276,1293,1415,0.613178294573643
"0292065a",477,1608,932,770,0.491323210412147
"0292065b",478,98,56,49,0.482142857142857
"0292066",479,3600,2466,1388,0.391897478296817
"0292067",480,282,172,183,0.609467455621302
"0292068",481,3952,2476,1714,0.440226171243942
"0292069",482,2718,1413,1530,0.583454281567489
"0292070",483,2152,855,1924,0.889663182346109
"0292071",484,909,307,812,0.892156862745098
"0292072",485,3133,1875,1522,0.481621621621622
"0292073",486,1222,624,803,0.640194489465154
"0292074",487,1146,418,1041,0.911694510739857
"0292075",488,1140,445,899,0.876146788990826
"0292076",489,2268,1428,994,0.426880222841226
"0292077",490,2214,1393,1015,0.465851905104242
"0292078",491,2447,1307,1465,0.595662277304415
"0292079",492,708,243,640,0.911392405063291
"0292080",493,1352,678,923,0.677611940298507
"0292081",494,829,447,530,0.63963963963964
"0292082",495,1503,725,1000,0.641061452513967
"0292083",496,677,430,454,0.68
"0292084",497,3357,2279,1014,0.291077738515901
"0292085",498,1401,742,1000,0.716778523489933
"0292086",499,3061,1969,1313,0.435669456066946
"0292087",500,1715,1149,740,0.425438596491228
"0292088",501,3643,2164,1887,0.5018779342723
"0292089",502,520,209,465,0.922705314009662
"0292090",503,1928,953,918,0.506410256410256
"0292091",504,2934,1506,1141,0.375084631008802
"0292092",505,535,258,246,0.428571428571429
"0292093",506,1127,571,427,0.37521815008726
"0292094",507,182,152,18,0.124183006535948
"0292095",508,2278,1503,1010,0.426657736101808
"0292096",509,2321,1196,800,0.333619210977702
"0292097",510,2456,1341,1294,0.524714828897338
"0292098",511,1371,708,890,0.652421652421652
"0292099",512,1508,925,549,0.368536853685369
"0292100",513,1287,649,838,0.638759689922481
"0292101",514,68,51,24,0.326530612244898
"0292102",515,2575,1631,1093,0.423005565862709
"0292103",516,321,115,289,0.912280701754386
"0292104",517,242,125,188,0.758064516129032
"0292105",518,548,228,478,0.926406926406926
"0292106",519,543,268,292,0.528735632183908
"0292107",520,1955,1128,912,0.492007104795737
"0292108",521,1134,777,355,0.325255102040816
"0292109",522,0,0,0,0
"0292110",523,339,233,155,0.402597402597403
"0292111",524,1112,550,623,0.561694290976059
"0292112",525,1695,1020,876,0.522211253701876
"0292113",526,90,33,43,0.375
"0292114",527,2362,1177,1346,0.56480686695279
"0292115",528,1557,1130,499,0.323801513877208
"0292116",529,0,2,0,0
"0292117",530,610,281,508,0.831541218637993
"0292118",531,26,15,22,0.785714285714286
"0292119",532,460,251,176,0.368421052631579
"0292120",533,386,269,150,0.288888888888889
"0292121",534,527,282,342,0.632142857142857
"0292122",535,1542,733,666,0.457983193277311
"0292123",536,1752,1112,742,0.434940855323021
"0292124",537,570,408,243,0.435835351089588
"0292125",538,1086,703,378,0.377094972067039
"0292126",539,1528,771,825,0.522368421052632
"0292127",540,2536,1512,1118,0.432468396540253
"0292128",541,2272,884,1956,0.854928017718715
"0292129",542,0,1,0,0
"0292130",543,1868,1223,890,0.480626545754328
"0292131",544,351,215,150,0.408450704225352
"0292132",545,4,2,0,0
"0292133",546,340,215,149,0.407407407407407
"0292134",547,1501,649,646,0.40952380952381
"0292135",548,698,322,436,0.620689655172414
"0292136",549,3975,2410,1603,0.391791044776119
"0292137",550,1155,685,552,0.452554744525547
"0292138",551,968,536,449,0.46309963099631
"0292139",552,1863,1123,853,0.451351351351351
"0292140",553,1659,806,870,0.501256281407035
"0292141",554,1312,843,575,0.426190476190476
"0292142",555,663,281,312,0.453237410071942
"0292143",556,2206,1302,987,0.44556765163297
"0292144",557,1827,1110,973,0.514362657091562
"0292145",558,340,215,169,0.531400966183575
"0292146",559,82,29,42,0.407407407407407
"0292147",560,443,213,203,0.425438596491228
"0292148",561,3933,2148,1403,0.3725768321513
"0292149",562,2130,932,731,0.345773874862788
"0292150",563,9,6,7,0.6
"0292151",564,77,19,36,0.444444444444444
"0292152",565,687,275,467,0.711191335740072
"0292153",566,399,179,168,0.398843930635838
"0292154",567,2949,1933,1169,0.382502543234995
"0292155",568,1,4,0,0
"0292156",569,1100,614,316,0.287394957983193
"0292157",570,0,0,0,0
"0292158",571,0,0,0,0
"0292159",572,207,124,100,0.536
"0292160",573,54,40,20,0.24390243902439
"0292161",574,205,146,49,0.246478873239437
"0292162",575,707,396,246,0.308900523560209
"0292163",576,2463,1483,994,0.42069434989789
"0292164",577,2043,1262,716,0.356626506024096
"0292165",578,2805,1789,981,0.354838709677419
"0292166",579,1677,1090,727,0.454713493530499
"0292167",580,30,19,17,0.666666666666667
"0292168",581,1629,1009,586,0.368159203980099
"0292169",582,1554,1037,730,0.454810495626822
"0292170",583,3209,2025,1111,0.348802395209581
"0292171",584,1566,911,645,0.394209354120267
"0292172",585,397,243,213,0.532786885245902
"0292173",586,1567,904,590,0.366101694915254
"0292174",587,2491,1593,876,0.353846153846154
"0292175",588,1549,810,461,0.32449494949495
"0292176",589,1133,741,397,0.363513513513514
"0292177",590,0,0,0,0
"0292178",591,1041,679,719,0.641481481481481
"0292179",592,134,86,49,0.435294117647059
"0292180a",593,2675,1548,1404,0.492866407263294
"0292180b",594,54,31,28,0.483870967741935
"0292181a",595,231,167,78,0.327683615819209
"0292181b",596,53,39,19,0.282051282051282
"0292181c",597,43,30,18,0.32258064516129
"0292181d",598,88,64,31,0.313432835820896
"0292181e",599,22,15,9,0.294117647058824
"0292181f",600,23,17,6,0.333333333333333
"0292181g",601,6,4,3,0.25
"0292182a",602,42,32,5,0.34375
"0292182b",603,61,45,15,0.340425531914894
"0292182c",604,147,108,56,0.315315315315315
"0293001",605,3022,1944,604,0.205821205821206
"0293002",606,2089,1451,572,0.287372013651877
"0293003",607,1206,740,459,0.391008174386921
"0293004",608,0,2,0,0
"0293005",609,1693,1308,321,0.182509505703422
"0293006",610,1067,802,348,0.317780580075662
"0293007",611,2776,1730,661,0.234982332155477
"0293008",612,90,64,12,0.140625
"0293009",613,12,10,0,0
"0293010",614,646,318,217,0.359375
"0293011",615,993,764,274,0.261842105263158
"0293012",616,758,562,153,0.185314685314685
"0293013",617,1844,1193,681,0.365627632687447
"0293014",618,569,365,215,0.353424657534247
"0293015",619,1762,1119,854,0.491788321167883
"0293016",620,0,0,0,0
"0293017",621,1688,1283,199,0.124709527498064
"0293018",622,1711,1333,216,0.123873873873874
"0293019",623,0,0,0,0
"0293020",624,2573,1865,312,0.105263157894737
"0293021",625,2367,1866,107,0.0372771474878444
"0293022",626,1528,1159,215,0.138140747176368
"0293023",627,71,55,7,0.127272727272727
"0293024",628,0,2,0,0
"0293025",629,1695,1266,185,0.103663289166017
